Accident Type,Date,Speed (Km),Simple Injuries,Severe Injuries,Death,Medium Injuries,Road Lanes,Road Surfuce Description,Vehicle Country,Driver Licensee Type,Road Type,Light,Weather,Road Proerties,Driver Mistake,City,Vehicle type,Number of Cars,Driver Age,Sex
Collision,2018-06-27 20:16,40,0,0,0,0,Two ways,dry,Jordan,class 3,asphalt,sunset,clear,flat straight,Violation of traffic rules,Amman,Passengers vehicle (up to 9 seats),2,23,Male
Collision,2018-06-27 20:16,40,0,0,0,0,Two ways with median island,dry,Jordan,class 3,asphalt,sunset,clear,Upright straight,Violation of traffic rules,Amman,Passengers vehicle (up to 9 seats),2,55,Male
Collision,2018-06-27 20:16,40,0,0,0,0,Two ways with median island,dry,Jordan,class 3,asphalt,sunset,clear,Upright straight,Tailgating,Amman,Passengers vehicle (up to 9 seats),2,64,Male
Collision,2018-06-27 20:23,50,0,0,0,0,Two ways with median island,dry,Jordan,class 3 auto,asphalt,night with enough light,clear,flat straight,Violation of traffic rules,Amman,Passengers vehicle (up to 9 seats),2,20,Female
Collision,2018-06-27 20:23,50,0,0,0,0,Two ways with median island,dry,Jordan,class 3,asphalt,night with enough light,clear,flat straight,Improper reversing,Amman,Passengers vehicle (up to 9 seats),2,27,Male
Collision,2018-06-27 20:24,40,0,0,0,0,Two ways,dry,Jordan,class 3,asphalt,sunset,clear,flat straight,Improper reversing,Madaba,Passenger and cargo vehicle,2,0,Unkown
Collision,2018-06-27 20:24,40,0,0,0,0,Two ways,dry,Jordan,class 3,asphalt,sunset,clear,flat straight,Violation of traffic rules,Madaba,Passengers vehicle (up to 9 seats),2,32,Female
Collision,2018-06-27 20:26,40,0,0,0,0,Two ways,dry,Jordan,class5,asphalt,night without enough light,clear,flat straight,Neglecting traffic safety precautions,Mafraq,Passenger and cargo vehicle,1,50,Male
Collision,2018-06-27 20:29,70,0,0,0,0,Two ways with median island,dry,Jordan,class 3,asphalt,night with enough light,clear,flat straight,Violation of traffic rules,Amman,Passengers vehicle (up to 9 seats),2,43,Female
Collision,2018-06-27 20:29,70,0,0,0,0,Two ways with median island,dry,Jordan,class 3 auto,asphalt,night with enough light,clear,flat straight,Tailgating,Amman,Passengers vehicle (up to 9 seats),2,35,Female
Collision,2018-06-27 20:29,40,3,0,0,0,Two ways with median island,dry,Jordan,class 3,asphalt,day,clear,flat straight,Violation of traffic rules,Amman,Truck,3,0,Unkown
Collision,2018-06-27 20:29,40,3,0,0,0,Two ways with median island,dry,Jordan,class4,asphalt,day,clear,flat straight,Violation of traffic rules,Amman,Passengers vehicle (up to 9 seats),3,35,Male
Collision,2018-06-27 20:29,40,3,0,0,0,Two ways with median island,dry,Jordan,class4,asphalt,day,clear,flat straight,Tailgating,Amman,Passengers vehicle (up to 9 seats),3,38,Male
Collision,2018-06-27 20:30,60,2,0,0,0,Two ways,dry,Jordan,class 3,asphalt,night with enough light,clear,Upright curved,Improper lane changes,al-karak,Passengers vehicle (up to 9 seats),1,0,Unkown
Collision,2018-06-27 20:26,50,0,0,0,0,Two ways with median island,dry,Jordan,class 3,asphalt,night with enough light,clear,flat straight,Violation of traffic rules,Amman,Passengers vehicle (up to 9 seats),2,0,Unkown
Collision,2018-06-27 20:26,50,0,0,0,0,Two ways with median island,dry,Jordan,class 3,asphalt,night with enough light,clear,flat straight,Tailgating,Amman,Passengers vehicle (up to 9 seats),2,33,Female
Off-Road,2018-06-27 20:28,100,0,0,0,1,Two ways,dry,Jordan,class 3,asphalt,day,clear,flat straight,Improper lane changes,Amman,Passengers vehicle (up to 9 seats),1,42,Male
Collision,2018-06-27 20:33,40,0,0,0,0,Public Parks,dry,Bahhrin,unkown driver,asphalt,sunset,clear,flat straight,Violation of traffic rules,Zarqa,Passengers vehicle (up to 9 seats),2,21,Male
Collision,2018-06-27 20:33,40,0,0,0,0,Public Parks,dry,KSA,unkown driver,asphalt,sunset,clear,flat straight,Improper reversing,Zarqa,Passengers vehicle (up to 9 seats),2,118,Male
Collision,2018-06-27 20:35,60,0,0,0,0,Two ways,dry,Jordan,class 3 auto,asphalt,night without enough light,clear,flat straight,Violation of traffic rules,Irbid,Passengers vehicle (up to 9 seats),2,24,Female
Collision,2018-06-27 20:35,60,0,0,0,0,Two ways,dry,Jordan,class 3 auto,asphalt,night without enough light,clear,flat straight,Improper lane changes,Irbid,Passengers vehicle (up to 9 seats),2,37,Female
Collision,2018-06-27 20:51,40,0,0,0,0,Two ways with median island,dry,Jordan,class4,asphalt,night with enough light,clear,flat straight,Violation of traffic rules,Amman,Passengers vehicle (up to 9 seats),2,26,Male
Collision,2018-06-27 20:51,40,0,0,0,0,Two ways with median island,dry,Jordan,unkown driver,asphalt,night with enough light,clear,flat straight,Neglecting traffic safety precautions,Amman,Passengers vehicle (up to 9 seats),2,118,Unkown
Collision,2018-06-27 20:52,50,0,0,0,0,Two ways with median island,dry,Jordan,class4,asphalt,night with enough light,clear,straight ramp,Violation of traffic rules,Amman,Passengers vehicle (up to 9 seats),2,22,Male
Collision,2018-06-27 20:52,50,0,0,0,0,Two ways with median island,dry,Jordan,class 3 auto,asphalt,night with enough light,clear,straight ramp,Improper lane changes,Amman,Passengers vehicle (up to 9 seats),2,21,Male
Collision,2018-06-27 20:52,40,0,0,0,0,Two ways,dry,Jordan,class 3,asphalt,night with enough light,clear,flat straight,Violation of traffic rules,Amman,Truck,2,118,Male
Collision,2018-06-27 20:52,40,0,0,0,0,Two ways,dry,Jordan,unkown driver,asphalt,night with enough light,clear,flat straight,Violation of traffic rules,Amman,Passengers vehicle (up to 9 seats),2,118,Male
Collision,2018-06-27 20:55,40,0,0,0,0,Two ways with median island,dry,Jordan,class 3,asphalt,night with enough light,clear,flat straight,Neglecting traffic safety precautions,Amman,Passengers vehicle (up to 9 seats),2,28,Male
Collision,2018-06-27 20:55,40,0,0,0,0,Two ways with median island,dry,Jordan,class4,asphalt,night with enough light,clear,flat straight,Violation of traffic rules,Amman,Passengers vehicle (up to 9 seats),2,40,Male
Collision,2018-06-27 20:56,50,0,0,0,0,Two ways,dry,Jordan,class 3,asphalt,night without enough light,clear,flat straight,Neglecting traffic safety precautions,Irbid,Truck,1,26,Male
Collision,2018-06-27 20:58,40,0,0,0,0,Two ways,dry,Jordan,class 3,asphalt,sunset,clear,flat straight,Violation of traffic rules,Zarqa,Passengers vehicle (up to 9 seats),2,25,Male
Collision,2018-06-27 20:58,40,0,0,0,0,Two ways,dry,Jordan,class 3,asphalt,sunset,clear,flat straight,Neglecting traffic safety precautions,Zarqa,Truck,2,118,Unkown
Collision,2018-06-27 20:58,60,0,0,0,0,Two ways,dry,Jordan,class5,asphalt,dark,clear,flat straight,Violation of traffic rules,Ajloun,Truck,2,30,Male
Collision,2018-06-27 20:58,60,0,0,0,0,Two ways,dry,Jordan,class 3,asphalt,dark,clear,flat straight,Improper lane changes,Ajloun,Passenger and cargo vehicle,2,28,Male
Collision,2018-06-27 21:00,40,0,0,0,0,Public Parks,dry,Jordan,class5,asphalt,night without enough light,clear,flat straight,Violation of traffic rules,Jerash,Passengers vehicle (up to 9 seats),2,24,Male
Collision,2018-06-27 21:00,40,0,0,0,0,Public Parks,dry,Jordan,class 3,asphalt,night without enough light,clear,flat straight,Unsafe Parking,Jerash,Passengers vehicle (up to 9 seats),2,35,Male
Collision,2018-06-27 21:04,50,3,0,0,0,Two ways with median island,dry,Jordan,class 3,asphalt,night with enough light,clear,flat straight,Tailgating,Amman,Passengers vehicle (up to 9 seats),3,32,Female
Collision,2018-06-27 21:04,50,3,0,0,0,Two ways with median island,dry,Jordan,class 3,asphalt,night with enough light,clear,flat straight,Violation of traffic rules,Amman,Passengers vehicle (up to 9 seats),3,0,Unkown
Collision,2018-06-27 21:04,50,3,0,0,0,Two ways with median island,dry,Jordan,class 3,asphalt,night with enough light,clear,flat straight,Violation of traffic rules,Amman,Passengers vehicle (up to 9 seats),3,43,Male
Collision,2018-06-27 7:10,50,0,0,0,0,Two ways,dry,Jordan,class 3,asphalt,sunset,clear,straight ramp,Violation of traffic rules,Tafila,Passengers vehicle (up to 9 seats),2,28,Male
Collision,2018-06-27 7:10,50,0,0,0,0,Two ways,dry,Jordan,class 3,asphalt,sunset,clear,straight ramp,Sharp curved,Tafila,Truck,2,32,Male
Collision,2018-06-27 12:30,80,1,0,0,2,Two ways with median island,dry,Jordan,class 3,asphalt,day,clear,flat straight,Unsafe turnaround,Amman,Truck,2,59,Male
Collision,2018-06-27 12:30,80,1,0,0,2,Two ways with median island,dry,Jordan,class 3,asphalt,day,clear,flat straight,Violation of traffic rules,Amman,Passengers vehicle (up to 9 seats),2,19,Male
Collision,2018-06-27 21:13,30,0,0,0,0,Public Parks,sandy,Jordan,class5,Dirt,night without enough light,clear,Upright curved,Improper reversing,Amman,Truck,1,31,Male
Run over,2018-06-27 21:12,50,0,0,0,1,Two ways with median island,dry,Jordan,class5,asphalt,day,clear,flat straight,Neglecting traffic safety precautions,Irbid,Passengers Van or small bus (10 to 30 seats),1,41,Male
Collision,2018-06-27 21:14,50,0,0,0,0,Two ways with median island,dry,Jordan,class 3,asphalt,night with enough light,clear,flat straight,Violation of traffic rules,Irbid,Passengers vehicle (up to 9 seats),2,22,Male
Collision,2018-06-27 21:14,50,0,0,0,0,Two ways with median island,dry,Jordan,class4,asphalt,night with enough light,clear,flat straight,Tailgating,Irbid,Passenger and cargo vehicle,2,49,Male
Collision,2018-10-01 16:22,30,0,0,0,0,Two ways,dry,Jordan,class 3,asphalt,day,clear,flat straight,Violation of traffic rules,Amman,Passengers vehicle (up to 9 seats),2,0,Unkown
Collision,2018-06-27 21:19,60,0,0,0,0,Two ways with median island,dry,Jordan,class 3,asphalt,night without enough light,clear,flat straight,Tailgating,Amman,Passengers vehicle (up to 9 seats),2,23,Male
Collision,2018-06-27 21:19,60,0,0,0,0,Two ways with median island,dry,Jordan,class 3,asphalt,night without enough light,clear,flat straight,Violation of traffic rules,Amman,Passengers vehicle (up to 9 seats),2,21,Male
Collision,2018-06-27 21:24,50,0,0,0,0,Two ways,dry,Jordan,class 3,asphalt,night with enough light,clear,flat straight,Violation of traffic rules,Amman,Passengers vehicle (up to 9 seats),2,0,Unkown
Collision,2018-06-27 21:24,50,0,0,0,0,Two ways,dry,Jordan,class 3,asphalt,night with enough light,clear,flat straight,Improper reversing,Amman,Passengers vehicle (up to 9 seats),2,60,Female
Collision,2018-06-27 21:26,40,0,0,0,0,One way,dry,Jordan,class 3,asphalt,night with enough light,clear,flat straight,Violation of traffic rules,Amman,Passengers vehicle (up to 9 seats),2,51,Male
Collision,2018-06-27 21:26,50,0,0,0,0,Two ways,dry,Jordan,class 3,asphalt,night with enough light,clear,flat straight,Violation of traffic rules,Amman,Passengers vehicle (up to 9 seats),2,118,Unkown
Collision,2018-06-27 21:26,50,0,0,0,0,Two ways,dry,KSA,class 3,asphalt,night with enough light,clear,flat straight,Violation of traffic rules,Amman,Passengers vehicle (up to 9 seats),2,32,Female
Collision,2018-06-27 21:26,50,0,0,0,0,Two ways with median island,dry,Jordan,class 3,asphalt,night without enough light,clear,flat straight,Neglecting traffic safety precautions,Amman,Passengers vehicle (up to 9 seats),2,39,Male
Collision,2018-06-27 21:26,50,0,0,0,0,Two ways with median island,dry,Jordan,class 3,asphalt,night without enough light,clear,flat straight,Violation of traffic rules,Amman,Passengers vehicle (up to 9 seats),2,23,Male
Collision,2018-06-27 21:28,80,0,0,0,0,Two ways with median island,dry,Jordan,class 3,asphalt,night with enough light,clear,flat straight,Violation of traffic rules,Balqa,Passengers vehicle (up to 9 seats),2,19,Male
Collision,2018-06-27 21:28,80,0,0,0,0,Two ways with median island,dry,Jordan,class 3,asphalt,night with enough light,clear,flat straight,Tailgating,Balqa,Passengers vehicle (up to 9 seats),2,22,Male
Collision,2018-06-27 21:29,40,0,0,0,0,Two ways with median island,dry,Jordan,class 3,asphalt,day,clear,flat straight,Violation of traffic rules,Zarqa,Passenger and cargo vehicle,2,30,Male
Collision,2018-06-27 21:29,40,0,0,0,0,Two ways with median island,dry,Jordan,class 3,asphalt,day,clear,flat straight,Improper lane changes,Zarqa,Passenger and cargo vehicle,2,118,Male
Collision,2018-06-27 21:30,50,0,0,0,0,Two ways,dry,Jordan,class 3 auto,asphalt,night with enough light,clear,flat straight,Violation of traffic rules,Amman,Passengers vehicle (up to 9 seats),2,0,Unkown
Collision,2018-06-27 21:30,50,0,0,0,0,Two ways,dry,Jordan,class 3,asphalt,night with enough light,clear,flat straight,Violation of traffic rules,Amman,Passengers vehicle (up to 9 seats),2,118,Unkown
Collision,2018-06-27 22:06,50,0,0,0,0,Two ways with median island,dry,Jordan,class 3,asphalt,night without enough light,clear,flat straight,Neglecting traffic safety precautions,Zarqa,Passenger and cargo vehicle,2,19,Male
Collision,2018-06-27 22:06,50,0,0,0,0,Two ways with median island,dry,Jordan,class 3,asphalt,night without enough light,clear,flat straight,Violation of traffic rules,Zarqa,Passengers vehicle (up to 9 seats),2,39,Male
Collision,2018-06-27 22:07,40,0,0,0,0,Two ways,dry,Jordan,class 6a,asphalt,night with enough light,clear,flat straight,Violation of traffic rules,Zarqa,Passengers vehicle (up to 9 seats),2,45,Male
Collision,2018-06-27 22:07,40,0,0,0,0,Two ways,dry,Jordan,class 3,asphalt,night with enough light,clear,flat straight,Tailgating,Zarqa,Passenger and cargo vehicle,2,40,Male
Collision,2018-06-27 22:09,60,0,0,0,0,One way,dry,Jordan,class 3,asphalt,night with enough light,clear,flat straight,Improper lane changes,Amman,Passengers vehicle (up to 9 seats),1,29,Male
Collision,2018-06-27 22:13,50,0,0,0,0,Two ways with median island,dry,Jordan,class4,asphalt,day,clear,flat straight,Violation of traffic rules,Amman,Passengers vehicle (up to 9 seats),2,35,Male
Collision,2018-06-27 22:13,50,0,0,0,0,Two ways with median island,dry,Jordan,class 3 auto,asphalt,day,clear,flat straight,Violation of traffic rules,Amman,Passengers vehicle (up to 9 seats),2,118,Unkown
Collision,2018-06-27 22:20,40,0,0,0,0,Two ways,dry,Jordan,class 3,asphalt,night with enough light,clear,flat straight,Violation of traffic rules,Irbid,Passengers vehicle (up to 9 seats),2,37,Male
Collision,2018-06-27 22:20,40,0,0,0,0,Two ways,dry,Jordan,class 3,asphalt,night with enough light,clear,flat straight,Tailgating,Irbid,Passengers vehicle (up to 9 seats),2,30,Male
Collision,2018-06-27 22:22,70,0,0,0,0,Two ways with median island,dry,Jordan,class 3 auto,asphalt,night with enough light,clear,flat straight,Violation of traffic rules,Amman,Passengers vehicle (up to 9 seats),2,24,Male
Collision,2018-06-27 22:22,70,0,0,0,0,Two ways with median island,dry,Jordan,class 3,asphalt,night with enough light,clear,flat straight,Tailgating,Amman,Passengers vehicle (up to 9 seats),2,35,Male
Collision,2018-06-27 21:25,70,0,0,0,0,Two ways with median island,dry,Jordan,class5,asphalt,night with enough light,clear,flat straight,Improper lane changes,Irbid,Truck,2,57,Male
Collision,2018-06-27 21:25,70,0,0,0,0,Two ways with median island,dry,Jordan,class 3,asphalt,night with enough light,clear,flat straight,Violation of traffic rules,Irbid,Passengers vehicle (up to 9 seats),2,36,Male
Collision,2018-06-27 22:30,40,0,0,0,0,Two ways with median island,dry,Jordan,class4,asphalt,day,clear,flat straight,Violation of traffic rules,Irbid,Passengers vehicle (up to 9 seats),2,57,Male
Collision,2018-06-27 22:30,40,0,0,0,0,Two ways with median island,dry,Jordan,class 3,asphalt,day,clear,flat straight,Tailgating,Irbid,Passengers vehicle (up to 9 seats),2,22,Male
Collision,2018-06-27 22:32,40,0,0,0,0,Two ways with median island,dry,Jordan,class 3,asphalt,night with enough light,clear,flat straight,Violation of traffic rules,Amman,Passengers vehicle (up to 9 seats),2,34,Male
Collision,2018-06-27 22:32,40,0,0,0,0,Two ways with median island,dry,Jordan,class 3,asphalt,night with enough light,clear,flat straight,Neglecting traffic safety precautions,Amman,Passengers vehicle (up to 9 seats),2,56,Female
Collision,2018-06-27 22:34,40,0,0,0,0,Two ways,dry,Jordan,class4,asphalt,night without enough light,clear,flat straight,Open door while driving or parking,Amman,Passenger and cargo vehicle,2,31,Male
Collision,2018-06-27 22:34,40,0,0,0,0,Two ways,dry,Jordan,class 3,asphalt,night without enough light,clear,flat straight,Violation of traffic rules,Amman,Passenger and cargo vehicle,2,62,Male
Collision,2018-06-27 22:43,50,0,0,0,0,One way,dry,Jordan,class4,asphalt,night with enough light,clear,flat straight,Violation of traffic rules,Amman,Passengers vehicle (up to 9 seats),3,46,Male
Collision,2018-06-27 22:43,50,0,0,0,0,One way,dry,Jordan,class 3,asphalt,night with enough light,clear,flat straight,Violation of traffic rules,Amman,Passengers vehicle (up to 9 seats),3,118,Unkown
Collision,2018-06-27 22:43,50,0,0,0,0,One way,dry,Jordan,class 3,asphalt,night with enough light,clear,flat straight,Improper lane changes,Amman,Passenger and cargo vehicle,3,50,Male
Collision,2018-06-27 22:46,50,0,0,0,0,Two ways,dry,Jordan,class4,asphalt,night without enough light,clear,flat straight,Violation of traffic rules,Madaba,Passengers vehicle (up to 9 seats),2,33,Male
Collision,2018-06-27 22:46,50,0,0,0,0,Two ways,dry,Jordan,class 3,asphalt,night without enough light,clear,flat straight,Violation of traffic rules,Madaba,Passengers vehicle (up to 9 seats),2,32,Male
Collision,2018-06-27 22:52,60,0,0,0,0,Two ways with median island,dry,Jordan,class 3,asphalt,night with enough light,clear,flat straight,Violation of traffic rules,Irbid,Passengers vehicle (up to 9 seats),2,118,Male
Collision,2018-06-27 22:52,60,0,0,0,0,Two ways with median island,dry,Jordan,class 3,asphalt,night with enough light,clear,flat straight,Violation of traffic rules,Irbid,Passengers vehicle (up to 9 seats),2,22,Male
Collision,2018-06-27 22:58,60,0,0,0,0,Two ways with median island,dry,Jordan,class 3,asphalt,night with enough light,clear,flat straight,Violation of traffic rules,Balqa,Passengers vehicle (up to 9 seats),2,51,Male
Collision,2018-06-27 22:58,60,0,0,0,0,Two ways with median island,dry,Jordan,class 3,asphalt,night with enough light,clear,flat straight,Tailgating,Balqa,Passengers vehicle (up to 9 seats),2,32,Female
Collision,2018-06-27 4:30,50,0,0,0,0,Two ways,dry,Jordan,class 3,asphalt,day,clear,flat straight,Violation of traffic rules,Tafila,Passengers vehicle (up to 9 seats),2,39,Male
Collision,2018-06-27 4:30,50,0,0,0,0,Two ways,dry,Jordan,class 3,asphalt,day,clear,flat straight,Violation of traffic rules,Tafila,Passengers vehicle (up to 9 seats),2,45,Male
Collision,2018-06-27 22:58,50,0,0,0,0,Two ways with median island,dry,Jordan,class 3,asphalt,night with enough light,clear,flat straight,Violation of traffic rules,Irbid,Passenger and cargo vehicle,2,21,Male
